country,total_earnings,players,game
Russian Federation,"$80,985.14 ",11,Quake Live
Sweden,"$50,329.50 ",9,Quake Live
France,"$47,874.61 ",9,Quake Live
Poland,"$32,983.31 ",16,Quake Live
Germany,"$22,734.62 ",17,Quake Live
Italy,"$19,658.48 ",6,Quake Live
Canada,"$17,582.04 ",14,Quake Live
Netherlands,"$11,864.15 ",7,Quake Live
Australia,"$9,200.56 ",13,Quake Live
Czech Republic,"$7,018.00 ",10,Quake Live
Austria,"$6,817.64 ",1,Quake Live
United Kingdom,"$4,204.49 ",6,Quake Live
Norway,"$3,486.04 ",6,Quake Live
China,"$3,083.43 ",1,Quake Live
Hungary,"$2,000.00 ",1,Quake Live
Belgium,"$1,779.69 ",3,Quake Live
Finland,"$1,700.00 ",1,Quake Live
Lithuania,$986.71 ,1,Quake Live
Ukraine,$738.46 ,6,Quake Live
Japan,$700.00 ,2,Quake Live
Ireland,$647.62 ,2,Quake Live
Slovakia,$597.66 ,1,Quake Live
India,$250.00 ,1,Quake Live
Spain,$200.62 ,1,Quake Live
New Zealand,$181.39 ,4,Quake Live
Malaysia,$150.00 ,1,Quake Live
"Taiwan, Republic of China",$150.00 ,1,Quake Live
Estonia,$36.75 ,1,Quake Live
Bulgaria,$21.19 ,1,Quake Live
Singapore,$17.88 ,1,Quake Live
Peru,$13.37 ,1,Quake Live
Kazakhstan,$13.27 ,1,Quake Live
Czech Republic,"$134,090.09 ",9,Assetto Corsa
Switzerland,"$84,983.95 ",43,Assetto Corsa
Germany,"$78,292.00 ",46,Assetto Corsa
United Kingdom,"$61,143.13 ",11,Assetto Corsa
Spain,"$59,885.93 ",28,Assetto Corsa
Italy,"$52,588.73 ",23,Assetto Corsa
Netherlands,"$34,807.08 ",6,Assetto Corsa
Slovenia,"$28,108.40 ",3,Assetto Corsa
Poland,"$25,271.07 ",10,Assetto Corsa
Greece,"$17,734.70 ",1,Assetto Corsa
France,"$10,418.15 ",5,Assetto Corsa
Australia,"$9,705.00 ",1,Assetto Corsa
Finland,"$8,125.50 ",1,Assetto Corsa
Canada,"$8,024.40 ",2,Assetto Corsa
Turkey,"$4,963.13 ",2,Assetto Corsa
Lithuania,"$3,853.09 ",31,Assetto Corsa
Kazakhstan,"$3,000.00 ",1,Assetto Corsa
North Macedonia,"$2,250.00 ",1,Assetto Corsa
Sweden,"$1,600.00 ",3,Assetto Corsa
Argentina,"$1,163.80 ",2,Assetto Corsa
Mongolia,"$1,000.00 ",1,Assetto Corsa
Brazil,$952.70 ,2,Assetto Corsa
Russian Federation,$623.40 ,3,Assetto Corsa
Ukraine,$500.00 ,1,Assetto Corsa
United States,$480.05 ,5,Assetto Corsa
Latvia,$303.50 ,4,Assetto Corsa
Hungary,$120.10 ,2,Assetto Corsa
Belarus,$100.00 ,1,Assetto Corsa
Puerto Rico,$100.00 ,1,Assetto Corsa
Croatia,$90.10 ,1,Assetto Corsa
Estonia,$80.50 ,2,Assetto Corsa
Georgia,$70.00 ,1,Assetto Corsa
Ireland,$28.25 ,1,Assetto Corsa
Indonesia,$24.40 ,1,Assetto Corsa
Algeria,$22.60 ,1,Assetto Corsa
Slovakia,$21.35 ,1,Assetto Corsa
Monaco,$1.17 ,1,Assetto Corsa
United States,"$429,158.72 ",135,Call of Duty: Blackout
Canada,"$62,725.00 ",8,Call of Duty: Blackout
United Kingdom,"$40,589.64 ",15,Call of Duty: Blackout
Russian Federation,"$13,100.00 ",9,Call of Duty: Blackout
France,"$7,050.00 ",6,Call of Duty: Blackout
Turkey,"$6,075.00 ",4,Call of Duty: Blackout
Afghanistan,"$3,375.00 ",1,Call of Duty: Blackout
Sweden,"$2,200.00 ",3,Call of Duty: Blackout
Spain,"$1,750.00 ",5,Call of Duty: Blackout
Poland,"$1,250.00 ",2,Call of Duty: Blackout
Estonia,"$1,175.00 ",1,Call of Duty: Blackout
Finland,"$1,175.00 ",1,Call of Duty: Blackout
Italy,$800.00 ,2,Call of Duty: Blackout
Hungary,$675.00 ,1,Call of Duty: Blackout
Saudi Arabia,$125.00 ,1,Call of Duty: Blackout
"Korea, Republic of","$560,130.35 ",94,KartRider
Sweden,"$232,475.67 ",23,Quake 4
United States,"$97,279.27 ",28,Quake 4
Russian Federation,"$53,721.28 ",14,Quake 4
Poland,"$34,276.74 ",5,Quake 4
Italy,"$26,300.00 ",3,Quake 4
United Kingdom,"$24,636.86 ",10,Quake 4
Belarus,"$22,790.05 ",2,Quake 4
France,"$17,697.33 ",2,Quake 4
Netherlands,"$12,687.92 ",4,Quake 4
China,"$5,611.47 ",3,Quake 4
Ukraine,"$5,177.87 ",3,Quake 4
Germany,"$4,729.43 ",3,Quake 4
Australia,"$4,687.50 ",1,Quake 4
Canada,"$4,612.50 ",3,Quake 4
Finland,"$1,146.07 ",4,Quake 4
South Africa,$770.71 ,5,Quake 4
Norway,$588.62 ,2,Quake 4
Venezuela,$200.00 ,1,Quake 4
Spain,$150.00 ,1,Quake 4
